idx,label,iters_used,attack_success,final_pred_prob,final_pred_label,keywords
58,0,5,False,0.04489261656999588,0,无明显高风险关键词
59,1,1,True,0.009328427724540234,0,链接、点击、客服
60,0,5,False,0.0017350006382912397,0,无明显高风险关键词
61,0,5,False,0.0019784970209002495,0,无明显高风险关键词
62,0,5,False,0.00260469620116055,0,无明显高风险关键词
63,1,5,False,0.9984076619148254,1,立即
64,0,5,False,0.003771658055484295,0,无明显高风险关键词
65,0,5,False,0.001983761554583907,0,无明显高风险关键词
66,0,5,False,0.0017951971385627985,0,客服
67,1,5,False,0.9990255832672119,1,链接、点击
68,1,2,True,0.11938676983118057,0,异常、验证、账户、客服
69,1,5,False,0.9907363057136536,1,客服
70,0,5,False,0.0019671416375786066,0,无明显高风险关键词
71,0,5,False,0.002199790673330426,0,无明显高风险关键词
72,0,5,False,0.0021295729093253613,0,客服
73,0,5,False,0.0021011882927268744,0,无明显高风险关键词
74,0,5,False,0.00237382878549397,0,客服
75,1,5,False,0.9989116191864014,1,异常、验证、账户、客服
76,0,5,False,0.002175808884203434,0,无明显高风险关键词
77,1,5,False,0.9989044666290283,1,链接、点击、立即、客服
78,0,5,False,0.0017191210063174367,0,无明显高风险关键词
79,1,5,False,0.9969314336776733,1,立即、风险、投资、收益、回报
80,0,5,False,0.0022460236214101315,0,通知
81,0,5,False,0.002010297030210495,0,无明显高风险关键词
82,1,5,False,0.9989640712738037,1,链接、点击、客服
83,1,5,False,0.9712850451469421,1,立即
84,0,5,False,0.002296073827892542,0,无明显高风险关键词
85,1,5,False,0.9865736961364746,1,验证、账号、客服
86,1,5,False,0.9986892342567444,1,链接、点击
87,1,5,False,0.9984455704689026,1,无明显高风险关键词
88,0,5,False,0.0017562188440933824,0,无明显高风险关键词
89,0,5,False,0.002115588868036866,0,无明显高风险关键词
90,0,5,False,0.022373873740434647,0,客服
91,1,5,False,0.998863697052002,1,无明显高风险关键词
92,1,5,False,0.9908567667007446,1,验证、链接、点击、客服、短信
93,0,5,False,0.0024269104469567537,0,客服、短信
94,0,5,False,0.0016656446969136596,0,无明显高风险关键词
95,0,5,False,0.0019529509590938687,0,无明显高风险关键词
96,1,5,False,0.9937119483947754,1,账户、账号
97,1,5,False,0.9990806579589844,1,无明显高风险关键词
98,0,5,False,0.0030330519657582045,0,无明显高风险关键词
99,0,5,False,0.0017705130157992244,0,无明显高风险关键词
100,0,5,False,0.0016747890040278435,0,无明显高风险关键词
101,0,5,False,0.005602702032774687,0,客服
102,1,5,False,0.9924295544624329,1,异常、验证、账户、客服
103,0,5,False,0.003529264824464917,0,客服
104,1,5,False,0.9933939576148987,1,链接、点击、客服
105,1,5,False,0.9945482611656189,1,无明显高风险关键词
106,0,5,False,0.0017281874315813184,0,无明显高风险关键词
107,0,5,False,0.0031585791148245335,0,账号、客服、通知
108,1,5,False,0.9989802241325378,1,链接、点击
109,1,5,False,0.9967650175094604,1,通知
110,1,5,False,0.8681784868240356,1,异常、账户、客服
111,1,1,True,0.19936324656009674,0,链接、点击、客服
112,1,5,False,0.9802292585372925,1,立即、客服、短信
113,1,5,False,0.9955028891563416,1,账号
114,0,5,False,0.003995024599134922,0,无明显高风险关键词
115,1,5,False,0.9824147820472717,1,异常、验证、链接、立即、账户、风险、客服
116,1,5,False,0.9965543746948242,1,客服
117,0,5,False,0.00196844432502985,0,无明显高风险关键词
118,1,3,True,0.031607162207365036,0,账号、风险、客服、系统、通知
119,1,5,False,0.9977080821990967,1,客服、系统、短信、通知
120,0,5,False,0.0021306308917701244,0,客服、短信
121,1,1,True,0.008940109051764011,0,账户、风险、投资、收益
122,1,5,False,0.9933083057403564,1,链接、点击、客服
123,0,5,False,0.002669954439625144,0,无明显高风险关键词
124,0,5,False,0.031962454319000244,0,无明显高风险关键词
125,1,5,False,0.9897805452346802,1,异常、验证、立即、账户、客服
126,1,5,False,0.9163927435874939,1,异常、账户、客服
127,0,5,False,0.0021964700426906347,0,客服
128,0,5,False,0.0021295989863574505,0,无明显高风险关键词
129,0,5,False,0.0017204184550791979,0,无明显高风险关键词
130,1,5,False,0.9681968092918396,1,异常、验证、账户、客服
131,1,5,False,0.9671000838279724,1,风险、投资、收益、高收益
132,0,5,False,0.001855504116974771,0,无明显高风险关键词
133,0,5,False,0.002148166298866272,0,无明显高风险关键词
134,0,5,False,0.0025570360012352467,0,无明显高风险关键词
135,0,5,False,0.003567363601177931,0,无明显高风险关键词
136,1,1,True,0.1835239827632904,0,风险、投资、收益、回报、客服
137,1,5,False,0.7093445658683777,1,异常、账户、风险、客服、系统
138,0,5,False,0.0017529455944895744,0,客服
139,0,5,False,0.002013562014326453,0,无明显高风险关键词
140,0,5,False,0.002280615735799074,0,短信
141,1,5,False,0.9979071617126465,1,立即、客服、系统
142,1,5,False,0.9989383816719055,1,链接、点击
143,1,5,False,0.9984544515609741,1,无明显高风险关键词
144,1,5,False,0.9985307455062866,1,客服
145,1,1,True,0.27450820803642273,0,投资、收益
146,0,5,False,0.002213428495451808,0,无明显高风险关键词
147,1,1,True,0.03280577436089516,0,链接、点击、客服
148,1,5,False,0.9990628361701965,1,异常、验证、立即、账户、客服、系统、短信
149,0,5,False,0.0031661868561059237,0,无明显高风险关键词
150,0,5,False,0.002352017443627119,0,无明显高风险关键词
151,1,5,False,0.9969552755355835,1,立即、账户、短信
152,0,5,False,0.001912326319143176,0,无明显高风险关键词
153,1,5,False,0.8973203301429749,1,验证、账户、客服、系统
154,0,5,False,0.0021767974831163883,0,无明显高风险关键词
155,1,5,False,0.9969484210014343,1,无明显高风险关键词
156,1,3,True,0.4464370012283325,0,异常、验证、链接、点击、账号、投资、收益、客服、短信
157,1,5,False,0.9978612065315247,1,立即、客服
158,1,5,False,0.9972700476646423,1,账户
159,1,5,False,0.9990699887275696,1,异常、立即、账户、客服、系统、短信
160,0,5,False,0.00319251068867743,0,无明显高风险关键词
161,1,5,False,0.9890052676200867,1,立即、客服
162,0,5,False,0.0023145126178860664,0,无明显高风险关键词
163,1,3,True,0.49046432971954346,0,链接、点击、风险、投资、收益、高收益
164,1,1,True,0.04329941049218178,0,链接、立即、客服、短信、通知
165,0,5,False,0.0018476643599569798,0,无明显高风险关键词
166,1,5,False,0.9961918592453003,1,立即、风险、投资、收益、高收益
167,1,5,False,0.9926114678382874,1,异常、账户、客服
168,1,5,False,0.9205366969108582,1,异常、验证、立即、账户、客服、短信
169,1,5,False,0.9988641738891602,1,客服
170,0,5,False,0.002203607000410557,0,无明显高风险关键词
171,0,5,False,0.009938801638782024,0,客服
172,1,5,False,0.9977051615715027,1,链接、点击、客服
173,1,1,True,0.006509553175419569,0,异常、账户、客服
174,1,5,False,0.9979349374771118,1,异常、验证、立即、账户、客服、系统
175,0,5,False,0.001661466434597969,0,无明显高风险关键词
176,0,5,False,0.00327044609002769,0,客服
177,0,5,False,0.0028277768287807703,0,无明显高风险关键词
178,1,5,False,0.9949542880058289,1,立即、客服、通知
179,1,5,False,0.9981392621994019,1,立即、账号、系统、短信、通知
180,0,5,False,0.0019787438213825226,0,无明显高风险关键词
181,0,5,False,0.0020719305612146854,0,无明显高风险关键词
182,1,5,False,0.9991406202316284,1,无明显高风险关键词
183,0,5,False,0.0026684110052883625,0,无明显高风险关键词
184,1,5,False,0.9951664209365845,1,验证、链接、点击、账户、投资、收益、回报、高收益、客服
185,1,5,False,0.9984684586524963,1,链接、点击、客服
186,1,1,True,0.004163823090493679,0,客服
187,0,5,False,0.0018373040948063135,0,无明显高风险关键词
188,0,5,False,0.0025264639407396317,0,客服
189,1,5,False,0.9988910555839539,1,链接、点击
190,1,5,False,0.9209738969802856,1,链接、点击、风险、投资、收益、高收益
191,1,2,True,0.0038571294862776995,0,验证、链接、点击、客服
192,0,5,False,0.0022891107946634293,0,无明显高风险关键词
193,1,5,False,0.9990841150283813,1,链接、点击、账户、客服
194,0,5,False,0.0059708356857299805,0,无明显高风险关键词
195,1,2,True,0.024732345715165138,0,异常、验证、账户、客服
196,1,5,False,0.9964034557342529,1,验证、风险、投资、收益、高收益
